scan_index,scan_start_stamp,scan_end_stamp,reference_stamp,status,reason,point_count_in,point_count_out,coverage_begin_stamp,coverage_end_stamp,max_state_gap_sec,max_gap_gate_sec,max_velocity_norm_mps,max_acc_world_norm_mps2,max_gyro_norm_radps,coverage_gate_passed,point_count_preserved,reference_equals_selected_boundary,ndt_stamp_matches_reference,future_measurement_csv_field,current_scan_ndt_leakage_csv_field,future_imu_evidence,current_ndt_evidence,csv_zero_fields_are_independent_counters
317,1660857424.3618081,1660857424.4626472,1660857424.3618081,PUBLISHED,covered_and_deskewed,28783,28783,1660857422.4642241,1660857424.464128,0.0050082206726074219,0.02,0.47177643409691217,5.6377765558142352,1.2499774074082486,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
318,1660857424.4626679,1660857424.5635073,1660857424.4626679,PUBLISHED,covered_and_deskewed,28745,28745,1660857422.564224,1660857424.5641279,0.0050079822540283203,0.02,0.24067169535350844,9.0108265576864905,1.0087914376350124,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
319,1660857424.5635281,1660857424.6643672,1660857424.5635281,PUBLISHED,covered_and_deskewed,28766,28766,1660857422.6692159,1660857424.6691201,0.0050082206726074219,0.02,0.30812187160592891,7.9970523132575924,1.1095410008273161,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
320,1660857424.6643879,1660857424.7652273,1660857424.6643879,PUBLISHED,covered_and_deskewed,28745,28745,1660857422.7692161,1660857424.76912,0.0099999904632568359,0.02,0.3903510309788098,2.6189292410010707,1.1056261455001266,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
321,1660857424.7652481,1660857424.8660872,1660857424.7652481,PUBLISHED,covered_and_deskewed,28790,28790,1660857422.869216,1660857424.8691199,0.0050082206726074219,0.02,0.12917248440745752,2.3925793682655905,1.0463355854122549,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
322,1660857424.8661079,1660857424.9669473,1660857424.8661079,PUBLISHED,covered_and_deskewed,28784,28784,1660857422.9692161,1660857424.96912,0.0050082206726074219,0.02,0.50595974131429389,12.744702517147116,1.0993818243665654,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
323,1660857424.9669681,1660857425.0677524,1660857424.9669681,PUBLISHED,covered_and_deskewed,28677,28677,1660857423.0691681,1660857425.069056,0.0050079822540283203,0.02,0.26815212574473402,5.8099954423346993,1.0430836064282798,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
324,1660857425.0677731,1660857425.1686122,1660857425.0677731,PUBLISHED,covered_and_deskewed,28763,28763,1660857423.169168,1660857425.1690559,0.0050079822540283203,0.02,0.24892928691115321,2.4687489444493464,1.0430836064282798,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
325,1660857425.168633,1660857425.2694724,1660857425.168633,PUBLISHED,covered_and_deskewed,28779,28779,1660857423.2741759,1660857425.2740641,0.0050082206726074219,0.02,0.24703194954680557,7.4619262684421059,0.99338772736248726,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
326,1660857425.2694931,1660857425.3703313,1660857425.2694931,PUBLISHED,covered_and_deskewed,28765,28765,1660857423.374176,1660857425.374064,0.0050079822540283203,0.02,3.0954939304149054,9.4979992013447951,1.0501707686434509,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
327,1660857425.370353,1660857425.4711914,1660857425.370353,PUBLISHED,covered_and_deskewed,28747,28747,1660857423.4741759,1660857425.4740641,0.0050082206726074219,0.02,4.2198377957116717,2.1277071788797222,1.0920257624674581,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
328,1660857425.4712131,1660857425.5720513,1660857425.4712131,PUBLISHED,covered_and_deskewed,28704,28704,1660857423.5741761,1660857425.574064,0.0050082206726074219,0.02,4.5483120459790864,1.6014851850113405,1.062156702147169,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
329,1660857425.572072,1660857425.6729114,1660857425.572072,PUBLISHED,covered_and_deskewed,28717,28717,1660857423.674176,1660857425.6740639,0.0050079822540283203,0.02,2.5302956469451252,12.442460729710133,1.0860564134947452,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
330,1660857425.6729319,1660857425.7737713,1660857425.6729319,PUBLISHED,covered_and_deskewed,28739,28739,1660857423.7741759,1660857425.7740641,0.0050082206726074219,0.02,1.0748473348435412,7.5101689743654072,1.0432186214814596,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
331,1660857425.773792,1660857425.8746314,1660857425.773792,PUBLISHED,covered_and_deskewed,28757,28757,1660857423.879168,1660857425.879056,0.0050079822540283203,0.02,0.3607679875961623,10.661985494070406,1.2032118362826625,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
332,1660857425.8746519,1660857425.9754913,1660857425.8746519,PUBLISHED,covered_and_deskewed,28793,28793,1660857423.9791679,1660857425.9790559,0.0050082206726074219,0.02,0.27403547153131746,8.0233811366698049,1.0237116820762346,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
333,1660857425.975512,1660857426.0762954,1660857425.975512,PUBLISHED,covered_and_deskewed,28812,28812,1660857424.0791199,1660857426.0790081,0.0050082206726074219,0.02,0.35892849759350909,16.322301702353855,0.90160610262218932,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
334,1660857426.0763161,1660857426.1771553,1660857426.0763161,PUBLISHED,covered_and_deskewed,28821,28821,1660857424.1791201,1660857426.179008,0.0050079822540283203,0.02,0.29707003912830948,4.6119234435987124,0.47413698057210646,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
335,1660857426.177176,1660857426.2780154,1660857426.177176,PUBLISHED,covered_and_deskewed,28816,28816,1660857424.27912,1660857426.2790079,0.0050079822540283203,0.02,0.54628650574966409,4.7747795650612845,0.30575473854438767,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
336,1660857426.2780361,1660857426.3788753,1660857426.2780361,PUBLISHED,covered_and_deskewed,28811,28811,1660857424.3791201,1660857426.3790081,0.0099999904632568359,0.02,0.61727536803043537,13.492224620697746,0.48984259917734085,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
337,1660857426.378896,1660857426.4797354,1660857426.378896,PUBLISHED,covered_and_deskewed,28793,28793,1660857424.484128,1660857426.4840159,0.0050079822540283203,0.02,0.39367874594110097,5.5842735185534353,0.39791420007934375,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
338,1660857426.4797561,1660857426.5805953,1660857426.4797561,PUBLISHED,covered_and_deskewed,28758,28758,1660857424.5841279,1660857426.5840161,0.0050082206726074219,0.02,1.0766694233453173,5.5960535396068449,0.41634715693155527,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
339,1660857426.580616,1660857426.6814554,1660857426.580616,PUBLISHED,covered_and_deskewed,28808,28808,1660857424.684128,1660857426.684016,0.0050079822540283203,0.02,2.0531117365855991,18.372362243471237,0.70951078864415973,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
340,1660857426.6814761,1660857426.7823153,1660857426.6814761,PUBLISHED,covered_and_deskewed,28796,28796,1660857424.784128,1660857426.7840159,0.0050079822540283203,0.02,1.4124796847661856,5.4430644803150887,0.35801705478584467,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
341,1660857426.782336,1660857426.8831754,1660857426.782336,PUBLISHED,covered_and_deskewed,28792,28792,1660857424.8841281,1660857426.884016,0.0050082206726074219,0.02,1.7902604911712343,5.8950818759711892,0.35801705478584467,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
342,1660857426.8831961,1660857426.9840353,1660857426.8831961,PUBLISHED,covered_and_deskewed,28824,28824,1660857424.98912,1660857426.9890079,0.0050079822540283203,0.02,1.9178990461144898,22.777860470741711,1.3876678133895277,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
343,1660857426.984056,1660857427.0848393,1660857426.984056,PUBLISHED,covered_and_deskewed,28795,28795,1660857425.089056,1660857427.088944,0.0050079822540283203,0.02,1.1796098237235171,10.048160335122436,0.49335668064351795,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
344,1660857427.0848601,1660857427.1856992,1660857427.0848601,PUBLISHED,covered_and_deskewed,28796,28796,1660857425.1890559,1660857427.1889441,0.0050082206726074219,0.02,1.5248518181497503,22.801378292097223,1.0410646284655376,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
345,1660857427.18572,1660857427.2865584,1660857427.18572,PUBLISHED,covered_and_deskewed,27876,27876,1660857425.2890561,1660857427.288944,0.0099999904632568359,0.02,1.3167840741669952,20.699242073602306,0.88885401931228813,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
346,1660857427.2865801,1660857427.3874183,1660857427.2865801,PUBLISHED,covered_and_deskewed,27110,27110,1660857425.389056,1660857427.3889439,0.0050079822540283203,0.02,0.57484593872602519,6.7999559416575641,0.61454368331965248,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
347,1660857427.387439,1660857427.4882784,1660857427.387439,PUBLISHED,covered_and_deskewed,26372,26372,1660857425.4890561,1660857427.4889441,0.0050082206726074219,0.02,0.94315929239516372,9.653232172199635,0.89688101301253342,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
348,1660857427.4882989,1660857427.5891383,1660857427.4882989,PUBLISHED,covered_and_deskewed,25661,25661,1660857425.594064,1660857427.5939519,0.0050079822540283203,0.02,0.99112333883587311,5.4531941677819873,1.3485305038252142,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
349,1660857427.589159,1660857427.6899984,1660857427.589159,PUBLISHED,covered_and_deskewed,25302,25302,1660857425.6940639,1660857427.6939521,0.0050082206726074219,0.02,1.1944104335534109,6.096398698713382,1.6150551073779253,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
350,1660857427.6900189,1660857427.7908583,1660857427.6900189,PUBLISHED,covered_and_deskewed,25143,25143,1660857425.794064,1660857427.793952,0.0050079822540283203,0.02,1.683024173246255,18.190007688108228,1.5439696093278947,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
351,1660857427.790879,1660857427.8917184,1660857427.790879,PUBLISHED,covered_and_deskewed,24361,24361,1660857425.8940639,1660857427.8939519,0.0050079822540283203,0.02,3.7037557074625482,13.870918642119467,1.1012210264772182,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
352,1660857427.8917389,1660857427.9872704,1660857427.8917389,PUBLISHED,covered_and_deskewed,21588,21588,1660857425.9890561,1660857427.9889441,0.0050082206726074219,0.02,4.1240797562961493,5.1004303935526645,0.7028834149452724,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
353,1660857427.992599,1660857428.0819921,1660857427.992599,PUBLISHED,covered_and_deskewed,20502,20502,1660857426.0840161,1660857428.083904,0.0050079822540283203,0.02,5.0030571806225055,19.16692043034913,1.2664665897880245,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
354,1660857428.0934041,1660857428.1786501,1660857428.0934041,PUBLISHED,covered_and_deskewed,19965,19965,1660857426.179008,1660857428.178896,0.0050079822540283203,0.02,3.1935333150725143,10.793561894841647,0.79014074487249597,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
355,1660857428.1942639,1660857428.2769022,1660857428.1942639,PUBLISHED,covered_and_deskewed,19598,19598,1660857426.2790079,1660857428.2788961,0.0050082206726074219,0.02,2.5015038171394388,5.3309414193800349,0.36359706061044167,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
356,1660857428.2951241,1660857428.3758605,1660857428.2951241,PUBLISHED,covered_and_deskewed,19179,19179,1660857426.3790081,1660857428.378896,0.0050079822540283203,0.02,2.5245370894220605,8.970377710643282,0.66319868849670338,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
357,1660857428.3959839,1660857428.4766607,1660857428.3959839,PUBLISHED,covered_and_deskewed,18955,18955,1660857426.479008,1660857428.4788959,0.0050079822540283203,0.02,1.8482297444124605,10.446324858450769,0.68713877305868787,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
358,1660857428.4968441,1660857428.5774951,1660857428.4968441,PUBLISHED,covered_and_deskewed,18859,18859,1660857426.5790081,1660857428.578896,0.0050082206726074219,0.02,1.4709228484122114,5.3331579813284398,0.31280446387662519,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
359,1660857428.5977039,1660857428.6775811,1660857428.5977039,PUBLISHED,covered_and_deskewed,18566,18566,1660857426.679008,1660857428.678896,0.0050079822540283203,0.02,1.9850885212691542,16.781382157103963,0.86484733733083108,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
360,1660857428.6985641,1660857428.7772503,1660857428.6985641,PUBLISHED,covered_and_deskewed,18338,18338,1660857426.7790079,1660857428.7788961,0.0050082206726074219,0.02,1.6795735440695743,8.8532829183368129,0.53401769662761833,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
361,1660857428.7994239,1660857428.8767071,1660857428.7994239,PUBLISHED,covered_and_deskewed,18160,18160,1660857426.8790081,1660857428.878896,0.0050079822540283203,0.02,1.3568607879993007,5.1241313229660532,0.37501515882083697,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
362,1660857428.9002841,1660857428.9762354,1660857428.9002841,PUBLISHED,covered_and_deskewed,18111,18111,1660857426.979008,1660857428.9788959,0.0050079822540283203,0.02,1.9046604915204914,14.204321769309939,0.98276346685298821,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
363,1660857429.0010879,1660857429.0757113,1660857429.0010879,PUBLISHED,covered_and_deskewed,18105,18105,1660857427.078944,1660857429.0788319,0.0050079822540283203,0.02,1.6455801719602379,12.184513565621552,0.83819229628355185,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
364,1660857429.101948,1660857429.1753249,1660857429.101948,PUBLISHED,covered_and_deskewed,18230,18230,1660857427.1789441,1660857429.1788321,0.0050082206726074219,0.02,1.2722992437566356,6.0130106367511331,0.38621210692721714,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
365,1660857429.2028079,1660857429.2754111,1660857429.2028079,PUBLISHED,covered_and_deskewed,18256,18256,1660857427.278944,1660857429.278832,0.0050079822540283203,0.02,1.7411946858754703,15.803021254272309,0.69740213361781345,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
366,1660857429.3036671,1660857429.3748887,1660857429.3036671,PUBLISHED,covered_and_deskewed,18109,18109,1660857427.3789439,1660857429.3788321,0.0050082206726074219,0.02,1.475238862112475,10.335993841501253,0.57580131327723727,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
367,1660857429.4045269,1660857429.4744771,1660857429.4045269,PUBLISHED,covered_and_deskewed,18038,18038,1660857427.4789441,1660857429.478832,0.0050079822540283203,0.02,1.3107674343288684,5.2743161699126002,0.34123836704902366,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
368,1660857429.5053871,1660857429.5742865,1660857429.5053871,PUBLISHED,covered_and_deskewed,18002,18002,1660857427.578944,1660857429.5788319,0.0050079822540283203,0.02,1.9351225175168878,15.476380276118832,0.73818130970250762,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
369,1660857429.6062469,1660857429.6743169,1660857429.6062469,PUBLISHED,covered_and_deskewed,17999,17999,1660857427.6789441,1660857429.6788321,0.0050082206726074219,0.02,1.5049425403151802,11.117051277353891,0.59440762580076245,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
370,1660857429.7071071,1660857429.7744021,1660857429.7071071,PUBLISHED,covered_and_deskewed,17969,17969,1660857427.778944,1660857429.778832,0.0050079822540283203,0.02,1.2825746884330573,4.6654249411634385,0.27814870846994827,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
371,1660857429.8079669,1660857429.8747389,1660857429.8079669,PUBLISHED,covered_and_deskewed,18051,18051,1660857427.8789439,1660857429.8788321,0.0050082206726074219,0.02,1.8938946719636351,17.81830557986812,1.6878564222032744,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
372,1660857429.9088271,1660857429.9748249,1660857429.9088271,PUBLISHED,covered_and_deskewed,18120,18120,1660857427.9789441,1660857429.978832,0.0050079822540283203,0.02,1.3930712421834257,9.875722122163495,0.67922859790100343,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
373,1660857430.0096321,1660857430.1104712,1660857430.0096321,PUBLISHED,covered_and_deskewed,18259,18259,1660857428.113904,1660857430.1137919,0.0050079822540283203,0.02,1.528119904867183,10.224726726712564,0.97496364549384573,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
374,1660857430.110492,1660857430.2113314,1660857430.110492,PUBLISHED,covered_and_deskewed,19108,19108,1660857428.2139039,1660857430.2137921,0.0050082206726074219,0.02,2.0107076573811744,19.034962706656486,1.4853668910653517,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
375,1660857430.2113521,1660857430.3121912,1660857430.2113521,PUBLISHED,covered_and_deskewed,19540,19540,1660857428.313904,1660857430.313792,0.0050079822540283203,0.02,1.4192007000889442,10.435117178518738,0.99981887915001677,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
376,1660857430.312212,1660857430.4130514,1660857430.312212,PUBLISHED,covered_and_deskewed,19664,19664,1660857428.413904,1660857430.4137919,0.0050079822540283203,0.02,1.4637464901319202,5.9956766702451016,0.64315634963032864,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
377,1660857430.4130721,1660857430.5139112,1660857430.4130721,PUBLISHED,covered_and_deskewed,20164,20164,1660857428.5188961,1660857430.518784,0.0050082206726074219,0.02,1.7844855627026173,11.450521528940083,0.78059503233487937,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
378,1660857430.513932,1660857430.6147714,1660857430.513932,PUBLISHED,covered_and_deskewed,20406,20406,1660857428.618896,1660857430.618784,0.0050079822540283203,0.02,1.4696969220413811,12.109028176470998,0.56950452369896143,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
